image_path,mask_path,has_solar,dataset,split,quality
data/raw\dataset1\train\z18_x184308_y103559_png.rf.7d5086d1c2fa50dbe8161e2c505b9361.jpg,data/processed\masks\dataset1_train_z18_x184308_y103559_png.rf.7d5086d1c2fa50dbe8161e2c505b9361.png,0,dataset1,train,high
data/raw\dataset1\train\z18_184703_103914_png.rf.d1fdd305dda208812af295a726e63422.jpg,data/processed\masks\dataset1_train_z18_184703_103914_png.rf.d1fdd305dda208812af295a726e63422.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183508_104632_png.rf.477a0f9ad4af6ba64cc70d7424d22d8e.jpg,data/processed\masks\dataset1_train_z18_183508_104632_png.rf.477a0f9ad4af6ba64cc70d7424d22d8e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184307_y103561_png.rf.29d9fe56c44553c6efb5cd026f733538.jpg,data/processed\masks\dataset1_train_z18_x184307_y103561_png.rf.29d9fe56c44553c6efb5cd026f733538.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x183074_y104736_png.rf.035f4f19fa3adec95158cfc29bd0bf6e.jpg,data/processed\masks\dataset1_train_z18_x183074_y104736_png.rf.035f4f19fa3adec95158cfc29bd0bf6e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183501_104668_png.rf.d4394e48258944ede0275dda20301661.jpg,data/processed\masks\dataset1_train_z18_183501_104668_png.rf.d4394e48258944ede0275dda20301661.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183193_104907_png.rf.8a85c1b54ff40c406c1209b24bf6e955.jpg,data/processed\masks\dataset1_train_z18_183193_104907_png.rf.8a85c1b54ff40c406c1209b24bf6e955.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184422_104331_png.rf.a31b4b4362630421a13acdb893818991.jpg,data/processed\masks\dataset1_train_z18_184422_104331_png.rf.a31b4b4362630421a13acdb893818991.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182393_y106959_png.rf.ea56d882e05cd59375a37b720f2462c2.jpg,data/processed\masks\dataset1_train_z18_x182393_y106959_png.rf.ea56d882e05cd59375a37b720f2462c2.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183270_103859_png.rf.75e864f93929f2660666ed93e728bdc6.jpg,data/processed\masks\dataset1_train_z18_183270_103859_png.rf.75e864f93929f2660666ed93e728bdc6.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182374_y106985_png.rf.9772130e638dcce6579297a958cd3687.jpg,data/processed\masks\dataset1_train_z18_x182374_y106985_png.rf.9772130e638dcce6579297a958cd3687.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184297_y103561_png.rf.b93a0fd1b3661e891bc9d939469cae54.jpg,data/processed\masks\dataset1_train_z18_x184297_y103561_png.rf.b93a0fd1b3661e891bc9d939469cae54.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183145_y104733_jpg.rf.f0288b17e2fbabc345ba53f0189ba252.jpg,data/processed\masks\dataset1_train_tile_z18_x183145_y104733_jpg.rf.f0288b17e2fbabc345ba53f0189ba252.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184507_104424_png.rf.eecde405ff18129dd371dc930431e961.jpg,data/processed\masks\dataset1_train_z18_184507_104424_png.rf.eecde405ff18129dd371dc930431e961.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183258_103852_png.rf.9133171eabcefc1b2a55048f66f93baa.jpg,data/processed\masks\dataset1_train_z18_183258_103852_png.rf.9133171eabcefc1b2a55048f66f93baa.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183515_104636_png.rf.ff0a7d5d277a37965f209ccb1c9d3e5f.jpg,data/processed\masks\dataset1_train_z18_183515_104636_png.rf.ff0a7d5d277a37965f209ccb1c9d3e5f.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183604_104474_png.rf.5f7709018d53712aa32beb5dca778c15.jpg,data/processed\masks\dataset1_train_z18_183604_104474_png.rf.5f7709018d53712aa32beb5dca778c15.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182345_y106969_png.rf.f8f4457d52e4363b89b298019829e097.jpg,data/processed\masks\dataset1_train_z18_x182345_y106969_png.rf.f8f4457d52e4363b89b298019829e097.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184293_y103558_png.rf.c7b6f20a3c73dd2fb0491101798d83cb.jpg,data/processed\masks\dataset1_train_z18_x184293_y103558_png.rf.c7b6f20a3c73dd2fb0491101798d83cb.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183140_y104727_jpg.rf.3750e69617c01e1e1b07096d2ba1e162.jpg,data/processed\masks\dataset1_train_tile_z18_x183140_y104727_jpg.rf.3750e69617c01e1e1b07096d2ba1e162.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183498_104633_png.rf.30987ba0fcd8fa14b32f384690fb6998.jpg,data/processed\masks\dataset1_train_z18_183498_104633_png.rf.30987ba0fcd8fa14b32f384690fb6998.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183103_y104726_png.rf.930f8b201cb4ce13f7c01206b2efd62e.jpg,data/processed\masks\dataset1_train_z18_x183103_y104726_png.rf.930f8b201cb4ce13f7c01206b2efd62e.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183508_104633_png.rf.7cae5cee7258de6690d7cd3a9ae6a4ed.jpg,data/processed\masks\dataset1_train_z18_183508_104633_png.rf.7cae5cee7258de6690d7cd3a9ae6a4ed.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184319_y103563_png.rf.ca309b50a20a40fcede31a2bd574d366.jpg,data/processed\masks\dataset1_train_z18_x184319_y103563_png.rf.ca309b50a20a40fcede31a2bd574d366.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183266_103848_png.rf.bd80834beb4279b57290dc2d5ef6a7ab.jpg,data/processed\masks\dataset1_train_z18_183266_103848_png.rf.bd80834beb4279b57290dc2d5ef6a7ab.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183138_y104735_jpg.rf.a01f0822b78204dcd38bd79ac525aa98.jpg,data/processed\masks\dataset1_train_tile_z18_x183138_y104735_jpg.rf.a01f0822b78204dcd38bd79ac525aa98.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183073_y104724_png.rf.73150c0ed0ecddfe9d37be78ceb4ec7f.jpg,data/processed\masks\dataset1_train_z18_x183073_y104724_png.rf.73150c0ed0ecddfe9d37be78ceb4ec7f.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184797_103896_png.rf.f8272befa4cb7d7cb4965c7d557be6b6.jpg,data/processed\masks\dataset1_train_z18_184797_103896_png.rf.f8272befa4cb7d7cb4965c7d557be6b6.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183215_y104714_jpg.rf.754111e0cfe552712ad67e00d4711421.jpg,data/processed\masks\dataset1_train_tile_z18_x183215_y104714_jpg.rf.754111e0cfe552712ad67e00d4711421.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183272_103825_png.rf.8d6d5651ff39efd16ce15ae435e1bee8.jpg,data/processed\masks\dataset1_train_z18_183272_103825_png.rf.8d6d5651ff39efd16ce15ae435e1bee8.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183087_y104736_png.rf.cbf55f147b917de1ee38870fc4b1dcb3.jpg,data/processed\masks\dataset1_train_z18_x183087_y104736_png.rf.cbf55f147b917de1ee38870fc4b1dcb3.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183531_104645_png.rf.9c0a144ee29619dc94f98e7dadf072e6.jpg,data/processed\masks\dataset1_train_z18_183531_104645_png.rf.9c0a144ee29619dc94f98e7dadf072e6.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183275_103845_png.rf.f2795feb4b59486de466b531ca666359.jpg,data/processed\masks\dataset1_train_z18_183275_103845_png.rf.f2795feb4b59486de466b531ca666359.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183512_104632_png.rf.a9f113e330ed73c6a51af2d661b6555c.jpg,data/processed\masks\dataset1_train_z18_183512_104632_png.rf.a9f113e330ed73c6a51af2d661b6555c.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183259_103858_png.rf.63361508c265cbea76f7e743ecfc508a.jpg,data/processed\masks\dataset1_train_z18_183259_103858_png.rf.63361508c265cbea76f7e743ecfc508a.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183505_104669_png.rf.805d65320871538024db67dd1963ab5c.jpg,data/processed\masks\dataset1_train_z18_183505_104669_png.rf.805d65320871538024db67dd1963ab5c.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182301_y106943_png.rf.edaa071f69afa380a8d8fcd9a60f2a28.jpg,data/processed\masks\dataset1_train_z18_x182301_y106943_png.rf.edaa071f69afa380a8d8fcd9a60f2a28.png,0,dataset1,train,high
data/raw\dataset1\train\z18_184396_104574_png.rf.105c9cb4580e6fa06dcdc3ed621dd0f4.jpg,data/processed\masks\dataset1_train_z18_184396_104574_png.rf.105c9cb4580e6fa06dcdc3ed621dd0f4.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183130_y104726_jpg.rf.ce93b0bdc38084654ba169b3b08f939b.jpg,data/processed\masks\dataset1_train_tile_z18_x183130_y104726_jpg.rf.ce93b0bdc38084654ba169b3b08f939b.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183089_y104721_png.rf.d1ad5c026c1681228623f60f15045a04.jpg,data/processed\masks\dataset1_train_z18_x183089_y104721_png.rf.d1ad5c026c1681228623f60f15045a04.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183521_104621_png.rf.4593e94313b06b58f5e2f5ab70ca63c6.jpg,data/processed\masks\dataset1_train_z18_183521_104621_png.rf.4593e94313b06b58f5e2f5ab70ca63c6.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183260_103832_png.rf.eeade76d0ae0e1f77403169357ae2314.jpg,data/processed\masks\dataset1_train_z18_183260_103832_png.rf.eeade76d0ae0e1f77403169357ae2314.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183089_y104722_png.rf.5fefb9f507615e4e51c988f9a788a37a.jpg,data/processed\masks\dataset1_train_z18_x183089_y104722_png.rf.5fefb9f507615e4e51c988f9a788a37a.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182342_y107082_png.rf.01d7a4e8600496a09a6f0205ae93b173.jpg,data/processed\masks\dataset1_train_z18_x182342_y107082_png.rf.01d7a4e8600496a09a6f0205ae93b173.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183251_103839_png.rf.e5ee7c4a419379ae05e2080f1f93765d.jpg,data/processed\masks\dataset1_train_z18_183251_103839_png.rf.e5ee7c4a419379ae05e2080f1f93765d.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183141_y104728_jpg.rf.aebd64c20308c83f980012ffdd0a9e2d.jpg,data/processed\masks\dataset1_train_tile_z18_x183141_y104728_jpg.rf.aebd64c20308c83f980012ffdd0a9e2d.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182346_y106968_png.rf.bbedc3c7764f150c53267a59651f86a1.jpg,data/processed\masks\dataset1_train_z18_x182346_y106968_png.rf.bbedc3c7764f150c53267a59651f86a1.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183196_y104696_jpg.rf.aea72216251744677cd1b1dcf53d01a0.jpg,data/processed\masks\dataset1_train_tile_z18_x183196_y104696_jpg.rf.aea72216251744677cd1b1dcf53d01a0.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183141_y104734_jpg.rf.4e7e6f703cabc087c1f4720a85fa4684.jpg,data/processed\masks\dataset1_train_tile_z18_x183141_y104734_jpg.rf.4e7e6f703cabc087c1f4720a85fa4684.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183258_103854_png.rf.6f9396b2f3520917d730aa0fc93434aa.jpg,data/processed\masks\dataset1_train_z18_183258_103854_png.rf.6f9396b2f3520917d730aa0fc93434aa.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183503_104664_png.rf.c5c6e1ce0ca7fa085a5b6e19a1d46783.jpg,data/processed\masks\dataset1_train_z18_183503_104664_png.rf.c5c6e1ce0ca7fa085a5b6e19a1d46783.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182355_y106994_png.rf.82a36d2f69cb0ce0e63cfe0c65dc4757.jpg,data/processed\masks\dataset1_train_z18_x182355_y106994_png.rf.82a36d2f69cb0ce0e63cfe0c65dc4757.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183266_103857_png.rf.f50abed45eadfd6d6a2db1db6b04fae5.jpg,data/processed\masks\dataset1_train_z18_183266_103857_png.rf.f50abed45eadfd6d6a2db1db6b04fae5.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183253_103848_png.rf.dc13ac101d45a4680656f716a1fc9acb.jpg,data/processed\masks\dataset1_train_z18_183253_103848_png.rf.dc13ac101d45a4680656f716a1fc9acb.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183206_y104708_jpg.rf.c449f877eb02aba804e7cd37643a9f2e.jpg,data/processed\masks\dataset1_train_tile_z18_x183206_y104708_jpg.rf.c449f877eb02aba804e7cd37643a9f2e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183517_104645_png.rf.85215036d71b13272f3cfc9ef1a676a4.jpg,data/processed\masks\dataset1_train_z18_183517_104645_png.rf.85215036d71b13272f3cfc9ef1a676a4.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183256_103846_png.rf.20787e2e1b3540362581412ae7b11629.jpg,data/processed\masks\dataset1_train_z18_183256_103846_png.rf.20787e2e1b3540362581412ae7b11629.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184306_y103566_png.rf.3c747c9053287b6992b54c4b287b6564.jpg,data/processed\masks\dataset1_train_z18_x184306_y103566_png.rf.3c747c9053287b6992b54c4b287b6564.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183241_103839_png.rf.244a57adf52c4a4090905a44d84eb1e7.jpg,data/processed\masks\dataset1_train_z18_183241_103839_png.rf.244a57adf52c4a4090905a44d84eb1e7.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184392_104551_png.rf.16fbd15269c0fa22a574c30a7030a27a.jpg,data/processed\masks\dataset1_train_z18_184392_104551_png.rf.16fbd15269c0fa22a574c30a7030a27a.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183211_y104705_jpg.rf.e420f66efdf8793934b3d8144c74bbb2.jpg,data/processed\masks\dataset1_train_tile_z18_x183211_y104705_jpg.rf.e420f66efdf8793934b3d8144c74bbb2.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183265_103859_png.rf.888a37aa3ab6e2f0ccaaafc7c953ad7e.jpg,data/processed\masks\dataset1_train_z18_183265_103859_png.rf.888a37aa3ab6e2f0ccaaafc7c953ad7e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183248_103850_png.rf.60ab9b18a12dab4c18a016612d93f721.jpg,data/processed\masks\dataset1_train_z18_183248_103850_png.rf.60ab9b18a12dab4c18a016612d93f721.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184317_y103561_png.rf.d917c11364d8e9abd7c42ae226d2a297.jpg,data/processed\masks\dataset1_train_z18_x184317_y103561_png.rf.d917c11364d8e9abd7c42ae226d2a297.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184305_y103566_png.rf.7fd0e3217f285124ffaad5a3695adb94.jpg,data/processed\masks\dataset1_train_z18_x184305_y103566_png.rf.7fd0e3217f285124ffaad5a3695adb94.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183221_y104708_jpg.rf.f97780c29dfad28b430cb39f0f4aa290.jpg,data/processed\masks\dataset1_train_tile_z18_x183221_y104708_jpg.rf.f97780c29dfad28b430cb39f0f4aa290.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183514_104664_png.rf.7b463157d84444295bb001f7e3457690.jpg,data/processed\masks\dataset1_train_z18_183514_104664_png.rf.7b463157d84444295bb001f7e3457690.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182341_y106969_png.rf.7ea685d35de7fa2b174137faad6b1a4e.jpg,data/processed\masks\dataset1_train_z18_x182341_y106969_png.rf.7ea685d35de7fa2b174137faad6b1a4e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184298_y103549_png.rf.51f137ed4815cdd837f46e468cd79c8b.jpg,data/processed\masks\dataset1_train_z18_x184298_y103549_png.rf.51f137ed4815cdd837f46e468cd79c8b.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183262_103854_png.rf.10930f4a54c160374486015d67633f19.jpg,data/processed\masks\dataset1_train_z18_183262_103854_png.rf.10930f4a54c160374486015d67633f19.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183105_y104722_png.rf.8959e65f1b543a42d8fe18528f906ab2.jpg,data/processed\masks\dataset1_train_z18_x183105_y104722_png.rf.8959e65f1b543a42d8fe18528f906ab2.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183215_y104712_jpg.rf.4c639b4c0387e192d081cd88b7ab5046.jpg,data/processed\masks\dataset1_train_tile_z18_x183215_y104712_jpg.rf.4c639b4c0387e192d081cd88b7ab5046.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182347_y106971_png.rf.0e23f890ab693ce2edfdf3aa2b94f6e6.jpg,data/processed\masks\dataset1_train_z18_x182347_y106971_png.rf.0e23f890ab693ce2edfdf3aa2b94f6e6.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183138_y104724_jpg.rf.f99ddb6d40d5cc89840aba2ba1ddd8c4.jpg,data/processed\masks\dataset1_train_tile_z18_x183138_y104724_jpg.rf.f99ddb6d40d5cc89840aba2ba1ddd8c4.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183135_y104729_jpg.rf.bfa8e5df351b2168ad22bca75dc32a50.jpg,data/processed\masks\dataset1_train_tile_z18_x183135_y104729_jpg.rf.bfa8e5df351b2168ad22bca75dc32a50.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182360_y106996_png.rf.fa3ff206431473d1eba1f34b633d1c13.jpg,data/processed\masks\dataset1_train_z18_x182360_y106996_png.rf.fa3ff206431473d1eba1f34b633d1c13.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183214_y104708_jpg.rf.2467f397c3508abc55ddd03902d6ecb1.jpg,data/processed\masks\dataset1_train_tile_z18_x183214_y104708_jpg.rf.2467f397c3508abc55ddd03902d6ecb1.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183189_y104712_jpg.rf.d38d33f390032a96453bfd0cf7b85877.jpg,data/processed\masks\dataset1_train_tile_z18_x183189_y104712_jpg.rf.d38d33f390032a96453bfd0cf7b85877.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183212_y104711_jpg.rf.1db556759093f8a132f95c46384dfd3d.jpg,data/processed\masks\dataset1_train_tile_z18_x183212_y104711_jpg.rf.1db556759093f8a132f95c46384dfd3d.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183261_103848_png.rf.949df742415471a7cadad575cc042946.jpg,data/processed\masks\dataset1_train_z18_183261_103848_png.rf.949df742415471a7cadad575cc042946.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182354_y106991_png.rf.29e1f8474462ff5c5a15385c12390a19.jpg,data/processed\masks\dataset1_train_z18_x182354_y106991_png.rf.29e1f8474462ff5c5a15385c12390a19.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183247_103835_png.rf.4ef992329028a41072e77c1e4f982b84.jpg,data/processed\masks\dataset1_train_z18_183247_103835_png.rf.4ef992329028a41072e77c1e4f982b84.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183524_104654_png.rf.60c4f757e6d7e898abe89d86cfe85321.jpg,data/processed\masks\dataset1_train_z18_183524_104654_png.rf.60c4f757e6d7e898abe89d86cfe85321.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183257_103849_png.rf.ed4da4f48c2bd88334a530228636b2bf.jpg,data/processed\masks\dataset1_train_z18_183257_103849_png.rf.ed4da4f48c2bd88334a530228636b2bf.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183269_103852_png.rf.3cc690af650cb73fe0e0769987fcd761.jpg,data/processed\masks\dataset1_train_z18_183269_103852_png.rf.3cc690af650cb73fe0e0769987fcd761.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183517_104631_png.rf.ec3819ec2c7127b5bd4cdb042b611539.jpg,data/processed\masks\dataset1_train_z18_183517_104631_png.rf.ec3819ec2c7127b5bd4cdb042b611539.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183184_104914_png.rf.22daa268c269f57f2a5206a50610425e.jpg,data/processed\masks\dataset1_train_z18_183184_104914_png.rf.22daa268c269f57f2a5206a50610425e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183508_104626_png.rf.0afaa0003b427e6818e620a0708ae8ca.jpg,data/processed\masks\dataset1_train_z18_183508_104626_png.rf.0afaa0003b427e6818e620a0708ae8ca.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183198_y104718_jpg.rf.d4c668b919446c6ff3f04d3b13598358.jpg,data/processed\masks\dataset1_train_tile_z18_x183198_y104718_jpg.rf.d4c668b919446c6ff3f04d3b13598358.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183074_y104729_png.rf.11433b02b189379e7358a2e634ccf4cf.jpg,data/processed\masks\dataset1_train_z18_x183074_y104729_png.rf.11433b02b189379e7358a2e634ccf4cf.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183068_y104722_png.rf.a5ee720da19e6b634a04ab4dacf4b342.jpg,data/processed\masks\dataset1_train_z18_x183068_y104722_png.rf.a5ee720da19e6b634a04ab4dacf4b342.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183258_103861_png.rf.d5c4e970bc0b8bf1511eff480af77175.jpg,data/processed\masks\dataset1_train_z18_183258_103861_png.rf.d5c4e970bc0b8bf1511eff480af77175.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183256_103847_png.rf.1216973a813b07dbc01352bf16d739bc.jpg,data/processed\masks\dataset1_train_z18_183256_103847_png.rf.1216973a813b07dbc01352bf16d739bc.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182336_y106972_png.rf.a6e7c8e55d0f757bdba098461f330d2b.jpg,data/processed\masks\dataset1_train_z18_x182336_y106972_png.rf.a6e7c8e55d0f757bdba098461f330d2b.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182368_y106936_png.rf.06eff266c67bca5de3478e1698ccf7b4.jpg,data/processed\masks\dataset1_train_z18_x182368_y106936_png.rf.06eff266c67bca5de3478e1698ccf7b4.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182393_y106962_png.rf.00f774f6d9418535b92163cd0cf52bd6.jpg,data/processed\masks\dataset1_train_z18_x182393_y106962_png.rf.00f774f6d9418535b92163cd0cf52bd6.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184312_y103563_png.rf.95734999f175a338617ea632adc79f94.jpg,data/processed\masks\dataset1_train_z18_x184312_y103563_png.rf.95734999f175a338617ea632adc79f94.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x183086_y104737_png.rf.adce09729bd05f321dfad4d354b4dcc5.jpg,data/processed\masks\dataset1_train_z18_x183086_y104737_png.rf.adce09729bd05f321dfad4d354b4dcc5.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182336_y107023_png.rf.f0b398d6911a6778f77300c841eb3ad2.jpg,data/processed\masks\dataset1_train_z18_x182336_y107023_png.rf.f0b398d6911a6778f77300c841eb3ad2.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184294_y103557_png.rf.0b77826770f4ed53496f74628412c03b.jpg,data/processed\masks\dataset1_train_z18_x184294_y103557_png.rf.0b77826770f4ed53496f74628412c03b.png,0,dataset1,train,high
